sample_id,dataset,binary_stem,binary_path,stripped_binary_path,gt_sink_id,label,pipeline_label_hint,function_name,site_kind,address,address_hex,address_status,status,notes,gt_level
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0000,COPY_SINK,COPY_SINK,buffer_str,copy_call_or_copy_idiom,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=CONFIRMED.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0012,COPY_SINK,COPY_SINK,rpl_ext_header_srh_update,copy_call_or_copy_idiom,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SAFE_OR_LOW_RISK.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0013,COPY_SINK,COPY_SINK,rpl_ext_header_update,copy_call_or_copy_idiom,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SAFE_OR_LOW_RISK.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0014,COPY_SINK,COPY_SINK,uip_remove_ext_hdr,copy_call_or_copy_idiom,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SAFE_OR_LOW_RISK.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0015,COPY_SINK,COPY_SINK,rpl_ext_header_update,copy_call_or_copy_idiom,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SAFE_OR_LOW_RISK.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0016,COPY_SINK,COPY_SINK,uiplib_ipaddr_snprint,copy_call_or_copy_idiom,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SAFE_OR_LOW_RISK.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0017,COPY_SINK,COPY_SINK,init_dag,copy_call_or_copy_idiom,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SAFE_OR_LOW_RISK.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0018,COPY_SINK,COPY_SINK,get_sr_node_ipaddr,copy_call_or_copy_idiom,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SAFE_OR_LOW_RISK.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0019,COPY_SINK,COPY_SINK,dio_input,copy_call_or_copy_idiom,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SAFE_OR_LOW_RISK.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0020,COPY_SINK,COPY_SINK,reset_handler,copy_call_or_copy_idiom,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SAFE_OR_LOW_RISK.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0022,COPY_SINK,COPY_SINK,packetbuf_attr_copyto,copy_call_or_copy_idiom,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SAFE_OR_LOW_RISK.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0023,COPY_SINK,COPY_SINK,uip_ds6_set_lladdr_from_iid,copy_call_or_copy_idiom,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SAFE_OR_LOW_RISK.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0024,COPY_SINK,COPY_SINK,packetbuf_attr_copyfrom,copy_call_or_copy_idiom,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SAFE_OR_LOW_RISK.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0025,COPY_SINK,COPY_SINK,tcpip_output,copy_call_or_copy_idiom,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SAFE_OR_LOW_RISK.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0026,COPY_SINK,COPY_SINK,input_l2cap_connection_udate_resp,copy_call_or_copy_idiom,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SAFE_OR_LOW_RISK.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0027,COPY_SINK,COPY_SINK,uip_ds6_nbr_update_ll,copy_call_or_copy_idiom,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SAFE_OR_LOW_RISK.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0028,COPY_SINK,COPY_SINK,uip_ds6_set_addr_iid,copy_call_or_copy_idiom,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SAFE_OR_LOW_RISK.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0029,COPY_SINK,COPY_SINK,rpl_dag_root_set_prefix,copy_call_or_copy_idiom,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SAFE_OR_LOW_RISK.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0030,COPY_SINK,COPY_SINK,uip_icmp6_send,copy_call_or_copy_idiom,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SAFE_OR_LOW_RISK.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0031,COPY_SINK,COPY_SINK,rpl_icmp6_dio_output,copy_call_or_copy_idiom,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SAFE_OR_LOW_RISK.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0032,COPY_SINK,COPY_SINK,uip_sr_update_node,copy_call_or_copy_idiom,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SAFE_OR_LOW_RISK.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0033,COPY_SINK,COPY_SINK,input_l2cap_credit,copy_call_or_copy_idiom,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SAFE_OR_LOW_RISK.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0034,COPY_SINK,COPY_SINK,rpl_icmp6_dao_output,copy_call_or_copy_idiom,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SAFE_OR_LOW_RISK.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0035,COPY_SINK,COPY_SINK,uipbuf_clear_attr,copy_call_or_copy_idiom,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SAFE_OR_LOW_RISK.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0036,COPY_SINK,COPY_SINK,process_thread_ble_l2cap_tx_process,copy_call_or_copy_idiom,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SAFE_OR_LOW_RISK.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0037,COPY_SINK,COPY_SINK,ns_input,copy_call_or_copy_idiom,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SAFE_OR_LOW_RISK.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0038,COPY_SINK,COPY_SINK,compress_addr_64,copy_call_or_copy_idiom,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SAFE_OR_LOW_RISK.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0039,MEMSET_SINK,MEMSET_SINK,uncompress_addr,sink_site,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SAFE_OR_LOW_RISK.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0040,MEMSET_SINK,MEMSET_SINK,nbr_table_add_lladdr,sink_site,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SUSPICIOUS.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0041,MEMSET_SINK,MEMSET_SINK,memb_init,sink_site,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=CONFIRMED.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0042,LOOP_WRITE_SINK,LOOP_WRITE_SINK,process_thread_sensors_process,sink_site,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SUSPICIOUS.,L1
contiki_cve_2020_12140_hello_world,monolithic-firmware-collection,hello-world,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,/home/a347908610/sourceagent/firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,SINK_hello-world_0043,LOOP_WRITE_SINK,LOOP_WRITE_SINK,echo_request_input,sink_site,0,0x00000000,resolved,complete,Auto-promoted from non-drop chain; verdict=SUSPICIOUS.,L1
