dataset,subset,sample_id,elf_path,bin_path,gt_type,gt_level,gt_ref_files,trigger_inputs_count,trigger_inputs,notes,in_gt_backed_suite,has_sink_only_gt,negative_or_patched,has_stripped_peer,stripped_elf_path,stripped_origin
mesobench,Ground-truth Benchmark/fw,usbs_tcp_echo_client_vuln_off_by_one,firmware/uSBS/Ground-truth Benchmark/fw/tcp_echo_client_vuln_off_by_one/STM32469I_EVAL_tcp_echo_base.elf,firmware/uSBS/Ground-truth Benchmark/fw/tcp_echo_client_vuln_off_by_one/STM32469I_EVAL_tcp_echo_base.bin,artifact_gt_seed,L3,ground_truth_bundle/mesobench/README.md;ground_truth_bundle/mesobench/samples/usbs_tcp_echo_client_vuln_off_by_one.json;ground_truth_bundle/references/mesobench/README.md,0,,priority=high; role=primary_chain_driver; source=stm32cubef4(upstream_base_plus_overlay),false,false,false,false,,missing
mesobench,Ground-truth Benchmark/fw,usbs_tcp_echo_client_vuln_off_by_one_dhcp,firmware/uSBS/Ground-truth Benchmark/fw/tcp_echo_client_vuln_off_by_one/STM32469I_EVAL_tcp_echo_base_DHCP/STM32469I_EVAL_tcp_echo_base.elf,firmware/uSBS/Ground-truth Benchmark/fw/tcp_echo_client_vuln_off_by_one/STM32469I_EVAL_tcp_echo_base_DHCP/STM32469I_EVAL_tcp_echo_base.bin,artifact_gt_seed,L3,ground_truth_bundle/mesobench/README.md;ground_truth_bundle/mesobench/samples/usbs_tcp_echo_client_vuln_off_by_one_dhcp.json;ground_truth_bundle/references/mesobench/README.md,0,,priority=high; role=primary_chain_driver; source=stm32cubef4(upstream_base_plus_overlay),false,false,false,false,,missing
mesobench,Ground-truth Benchmark/fw,usbs_test_printf_fw,firmware/uSBS/Ground-truth Benchmark/fw/test_printf_fw/STM32469I_EVAL_stm32_udp_echo_server.elf,firmware/uSBS/Ground-truth Benchmark/fw/test_printf_fw/STM32469I_EVAL_stm32_udp_echo_server.bin,artifact_gt_seed,L3,ground_truth_bundle/mesobench/README.md;ground_truth_bundle/mesobench/samples/usbs_test_printf_fw.json;ground_truth_bundle/references/mesobench/README.md,0,,priority=high; role=primary_chain_driver; source=stm32cubef4(upstream_base_plus_overlay),false,false,false,false,,missing
mesobench,Ground-truth Benchmark/fw,usbs_udp_echo_server_bof,firmware/uSBS/Ground-truth Benchmark/fw/udp_echo_server_bof/STM32469I_EVAL_stm32_udp_echo_server.elf,firmware/uSBS/Ground-truth Benchmark/fw/udp_echo_server_bof/STM32469I_EVAL_stm32_udp_echo_server.bin,artifact_gt_seed,L3,ground_truth_bundle/mesobench/README.md;ground_truth_bundle/mesobench/samples/usbs_udp_echo_server_bof.json;ground_truth_bundle/references/mesobench/README.md,0,,priority=high; role=primary_chain_driver; source=stm32cubef4(upstream_base_plus_overlay),false,false,false,false,,missing
mesobench,Ground-truth Benchmark/fw,usbs_udp_echo_server_bof_expl,firmware/uSBS/Ground-truth Benchmark/fw/udp_echo_server_bof_expl/STM32469I_EVAL_stm32_udp_echo_server.elf,firmware/uSBS/Ground-truth Benchmark/fw/udp_echo_server_bof_expl/STM32469I_EVAL_stm32_udp_echo_server.bin,artifact_gt_seed,L3,ground_truth_bundle/mesobench/README.md;ground_truth_bundle/mesobench/samples/usbs_udp_echo_server_bof_expl.json;ground_truth_bundle/references/mesobench/README.md,0,,priority=high; role=primary_chain_driver; source=stm32cubef4(upstream_base_plus_overlay),false,false,false,false,,missing
mesobench,Ground-truth Benchmark/fw,usbs_udp_echo_server_bof_instrumented,firmware/uSBS/Ground-truth Benchmark/fw/udp_echo_server_bof_instrumented/STM32469I_EVAL_stm32_udp_echo_server.elf,firmware/uSBS/Ground-truth Benchmark/fw/udp_echo_server_bof_instrumented/STM32469I_EVAL_stm32_udp_echo_server.bin,artifact_gt_seed,L3,ground_truth_bundle/mesobench/README.md;ground_truth_bundle/mesobench/samples/usbs_udp_echo_server_bof_instrumented.json;ground_truth_bundle/references/mesobench/README.md,0,,priority=high; role=hard_mode_chain_driver; source=stm32cubef4(upstream_base_plus_overlay),false,false,false,false,,missing
mesobench,Ground-truth Benchmark/fw,usbs_udp_echo_server_bof_instrumented_patched,firmware/uSBS/Ground-truth Benchmark/fw/udp_echo_server_bof_instrumented_patched/STM32469I_EVAL_stm32_udp_echo_server.elf,firmware/uSBS/Ground-truth Benchmark/fw/udp_echo_server_bof_instrumented_patched/STM32469I_EVAL_stm32_udp_echo_server.bin,artifact_gt_seed,L3,ground_truth_bundle/mesobench/README.md;ground_truth_bundle/mesobench/samples/usbs_udp_echo_server_bof_instrumented_patched.json;ground_truth_bundle/references/mesobench/README.md,0,,priority=high; role=hard_mode_chain_driver; source=stm32cubef4(upstream_base_plus_overlay),false,false,false,false,,missing
mesobench,Ground-truth Benchmark/fw,usbs_udp_echo_server_off_by_one,firmware/uSBS/Ground-truth Benchmark/fw/udp_echo_server_off_by_one/STM32469I_EVAL_stm32_udp_echo_server.elf,firmware/uSBS/Ground-truth Benchmark/fw/udp_echo_server_off_by_one/STM32469I_EVAL_stm32_udp_echo_server.bin,artifact_gt_seed,L3,ground_truth_bundle/mesobench/README.md;ground_truth_bundle/mesobench/samples/usbs_udp_echo_server_off_by_one.json;ground_truth_bundle/references/mesobench/README.md,0,,priority=high; role=primary_chain_driver; source=stm32cubef4(upstream_base_plus_overlay),false,false,false,false,,missing
mesobench,D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples,zephyr_cve_2020_10064,firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2020-10064/zephyr-CVE-2020-10064.elf,firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2020-10064/zephyr-CVE-2020-10064.bin,artifact_gt_seed,L3,ground_truth_bundle/mesobench/README.md;ground_truth_bundle/mesobench/samples/zephyr_cve_2020_10064.json;ground_truth_bundle/references/mesobench/README.md,0,,priority=high; role=primary_chain_driver; source=zephyr(full_upstream_repo),false,false,false,false,,missing
mesobench,D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples,zephyr_cve_2020_10065,firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2020-10065/zephyr-CVE-2020-10065.elf,firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2020-10065/zephyr-CVE-2020-10065.bin,artifact_gt_seed,L3,ground_truth_bundle/mesobench/README.md;ground_truth_bundle/mesobench/samples/zephyr_cve_2020_10065.json;ground_truth_bundle/references/mesobench/README.md,0,,priority=high; role=primary_chain_driver; source=zephyr(full_upstream_repo),false,false,false,false,,missing
mesobench,D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples,zephyr_cve_2020_10066,firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2020-10066/zephyr-CVE-2020-10066.elf,firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2020-10066/zephyr-CVE-2020-10066.bin,artifact_gt_seed,L3,ground_truth_bundle/mesobench/README.md;ground_truth_bundle/mesobench/samples/zephyr_cve_2020_10066.json;ground_truth_bundle/references/mesobench/README.md,0,,priority=high; role=primary_chain_driver; source=zephyr(full_upstream_repo),false,false,false,false,,missing
mesobench,D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples,zephyr_cve_2021_3319,firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3319/zephyr-CVE-2021-3319.elf,firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3319/zephyr-CVE-2021-3319.bin,artifact_gt_seed,L3,ground_truth_bundle/mesobench/README.md;ground_truth_bundle/mesobench/samples/zephyr_cve_2021_3319.json;ground_truth_bundle/references/mesobench/README.md,0,,priority=high; role=primary_chain_driver; source=zephyr(full_upstream_repo),false,false,false,false,,missing
mesobench,D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples,zephyr_cve_2021_3320,firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3320/zephyr-CVE-2021-3320.elf,firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3320/zephyr-CVE-2021-3320.bin,artifact_gt_seed,L3,ground_truth_bundle/mesobench/README.md;ground_truth_bundle/mesobench/samples/zephyr_cve_2021_3320.json;ground_truth_bundle/references/mesobench/README.md,0,,priority=high; role=primary_chain_driver; source=zephyr(full_upstream_repo),false,false,false,false,,missing
mesobench,D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples,zephyr_cve_2021_3321,firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3321/zephyr-CVE-2021-3321.elf,firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3321/zephyr-CVE-2021-3321.bin,artifact_gt_seed,L3,ground_truth_bundle/mesobench/README.md;ground_truth_bundle/mesobench/samples/zephyr_cve_2021_3321.json;ground_truth_bundle/references/mesobench/README.md,0,,priority=high; role=primary_chain_driver; source=zephyr(full_upstream_repo),false,false,false,false,,missing
mesobench,D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples,zephyr_cve_2021_3322,firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3322/zephyr-CVE-2021-3322.elf,firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3322/zephyr-CVE-2021-3322.bin,artifact_gt_seed,L3,ground_truth_bundle/mesobench/README.md;ground_truth_bundle/mesobench/samples/zephyr_cve_2021_3322.json;ground_truth_bundle/references/mesobench/README.md,0,,priority=high; role=primary_chain_driver; source=zephyr(full_upstream_repo),false,false,false,false,,missing
mesobench,D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples,zephyr_cve_2021_3323,firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3323/zephyr-CVE-2021-3323.elf,firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3323/zephyr-CVE-2021-3323.bin,artifact_gt_seed,L3,ground_truth_bundle/mesobench/README.md;ground_truth_bundle/mesobench/samples/zephyr_cve_2021_3323.json;ground_truth_bundle/references/mesobench/README.md,0,,priority=high; role=primary_chain_driver; source=zephyr(full_upstream_repo),false,false,false,false,,missing
mesobench,D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples,zephyr_cve_2021_3329,firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3329/zephyr-CVE-2021-3329.elf,firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3329/zephyr-CVE-2021-3329.bin,artifact_gt_seed,L3,ground_truth_bundle/mesobench/README.md;ground_truth_bundle/mesobench/samples/zephyr_cve_2021_3329.json;ground_truth_bundle/references/mesobench/README.md,0,,priority=high; role=primary_chain_driver; source=zephyr(full_upstream_repo),false,false,false,false,,missing
mesobench,D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples,zephyr_cve_2021_3330,firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3330/zephyr-CVE-2021-3330.elf,firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3330/zephyr-CVE-2021-3330.bin,artifact_gt_seed,L3,ground_truth_bundle/mesobench/README.md;ground_truth_bundle/mesobench/samples/zephyr_cve_2021_3330.json;ground_truth_bundle/references/mesobench/README.md,0,,priority=high; role=primary_chain_driver; source=zephyr(full_upstream_repo),false,false,false,false,,missing
mesobench,D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples,zephyr_false_positive_rf_size_check,firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-no-CVE-false-positive-rf-size-check/zephyr-CVE-no-CVE-false-positive-rf-size-check.elf,firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-no-CVE-false-positive-rf-size-check/zephyr-CVE-no-CVE-false-positive-rf-size-check.bin,artifact_gt_seed,L3,ground_truth_bundle/mesobench/README.md;ground_truth_bundle/mesobench/samples/zephyr_false_positive_rf_size_check.json;ground_truth_bundle/references/mesobench/README.md,0,,priority=high; role=negative_control; source=zephyr(full_upstream_repo),false,false,false,false,,missing
mesobench,D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples,zephyr_false_positive_watchdog_callback,firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-no-CVE-false-positive-watchdog-callback/zephyr-CVE-no-CVE-false-positive-watchdog-callback.elf,firmware/monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-no-CVE-false-positive-watchdog-callback/zephyr-CVE-no-CVE-false-positive-watchdog-callback.bin,artifact_gt_seed,L3,ground_truth_bundle/mesobench/README.md;ground_truth_bundle/mesobench/samples/zephyr_false_positive_watchdog_callback.json;ground_truth_bundle/references/mesobench/README.md,0,,priority=high; role=negative_control; source=zephyr(full_upstream_repo),false,false,false,false,,missing
monolithic-firmware-collection,D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples,CVE-2020-10064,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2020-10064/zephyr-CVE-2020-10064.elf,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2020-10064/zephyr-CVE-2020-10064.bin,cve_labeled_sample,REFERENCE,ground_truth_bundle/references/monolithic/README.md;ground_truth_bundle/references/monolithic/D_FUZZWARE_README.md,0,,CVE label from directory name (CVE-2020-10064); deeper oracle usually in upstream fuzzware-experiments,true,true,false,true,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2020-10064/zephyr-CVE-2020-10064_stripped.elf,generated
monolithic-firmware-collection,D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples,CVE-2020-10065,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2020-10065/zephyr-CVE-2020-10065.elf,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2020-10065/zephyr-CVE-2020-10065.bin,cve_labeled_sample,REFERENCE,ground_truth_bundle/references/monolithic/README.md;ground_truth_bundle/references/monolithic/D_FUZZWARE_README.md,0,,CVE label from directory name (CVE-2020-10065); deeper oracle usually in upstream fuzzware-experiments,true,true,false,true,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2020-10065/zephyr-CVE-2020-10065_stripped.elf,generated
monolithic-firmware-collection,D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples,CVE-2020-10066,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2020-10066/zephyr-CVE-2020-10066.elf,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2020-10066/zephyr-CVE-2020-10066.bin,cve_labeled_sample,REFERENCE,ground_truth_bundle/references/monolithic/README.md;ground_truth_bundle/references/monolithic/D_FUZZWARE_README.md,0,,CVE label from directory name (CVE-2020-10066); deeper oracle usually in upstream fuzzware-experiments,true,true,false,true,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2020-10066/zephyr-CVE-2020-10066_stripped.elf,generated
monolithic-firmware-collection,D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples,CVE-2020-12140,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.elf,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world.bin,cve_labeled_sample,REFERENCE,ground_truth_bundle/references/monolithic/README.md;ground_truth_bundle/references/monolithic/D_FUZZWARE_README.md,0,,CVE label from directory name (CVE-2020-12140); deeper oracle usually in upstream fuzzware-experiments,true,true,false,true,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12140/hello-world_stripped.elf,generated
monolithic-firmware-collection,D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples,CVE-2020-12141,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12141/snmp-server.elf,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12141/snmp-server.bin,cve_labeled_sample,REFERENCE,ground_truth_bundle/references/monolithic/README.md;ground_truth_bundle/references/monolithic/D_FUZZWARE_README.md,0,,CVE label from directory name (CVE-2020-12141); deeper oracle usually in upstream fuzzware-experiments,true,true,false,true,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/contiki-ng/prebuilt_samples/CVE-2020-12141/snmp-server_stripped.elf,generated
monolithic-firmware-collection,D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples,CVE-2021-3319,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3319/zephyr-CVE-2021-3319.elf,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3319/zephyr-CVE-2021-3319.bin,cve_labeled_sample,REFERENCE,ground_truth_bundle/references/monolithic/README.md;ground_truth_bundle/references/monolithic/D_FUZZWARE_README.md,0,,CVE label from directory name (CVE-2021-3319); deeper oracle usually in upstream fuzzware-experiments,true,true,false,true,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3319/zephyr-CVE-2021-3319_stripped.elf,generated
monolithic-firmware-collection,D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples,CVE-2021-3320,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3320/zephyr-CVE-2021-3320.elf,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3320/zephyr-CVE-2021-3320.bin,cve_labeled_sample,REFERENCE,ground_truth_bundle/references/monolithic/README.md;ground_truth_bundle/references/monolithic/D_FUZZWARE_README.md,0,,CVE label from directory name (CVE-2021-3320); deeper oracle usually in upstream fuzzware-experiments,true,true,false,true,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3320/zephyr-CVE-2021-3320_stripped.elf,generated
monolithic-firmware-collection,D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples,CVE-2021-3321,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3321/zephyr-CVE-2021-3321.elf,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3321/zephyr-CVE-2021-3321.bin,cve_labeled_sample,REFERENCE,ground_truth_bundle/references/monolithic/README.md;ground_truth_bundle/references/monolithic/D_FUZZWARE_README.md,0,,CVE label from directory name (CVE-2021-3321); deeper oracle usually in upstream fuzzware-experiments,true,true,false,true,monolithic-firmware-collection/ARMCortex-M/D_FUZZWARE/new-targets/zephyr-os/prebuilt_samples/CVE-2021-3321/zephyr-CVE-2021-3321_stripped.elf,generated
